Name	Latitude	Longitude	Category	Description
Catalpa Tree	33.66889	-93.59271	History	<a href='https://www.hmdb.org/m.asp?m=161918' target='_blank'>Visit the website</a> for more info.
President William Jefferson Clinton	33.66900	-93.59200	History	<a href='https://www.hmdb.org/m.asp?m=161917' target='_blank'>Visit the website</a> for more info.
Railroad Inspection Car	33.66907	-93.59198	History	<a href='https://www.hmdb.org/m.asp?m=161915' target='_blank'>Visit the website</a> for more info.
Little River County War Memorial	33.67251	-94.13259	History	<a href='https://www.hmdb.org/m.asp?m=172969' target='_blank'>Visit the website</a> for more info.
Little River County	33.67258	-94.13294	History	<a href='https://www.hmdb.org/m.asp?m=121244' target='_blank'>Visit the website</a> for more info.
Little River County	33.67264	-94.13299	History	<a href='https://www.hmdb.org/m.asp?m=121243' target='_blank'>Visit the website</a> for more info.
First Permanent Site of Little River County Seat	33.70517	-94.41029	History	<a href='https://www.hmdb.org/m.asp?m=121277' target='_blank'>Visit the website</a> for more info.
Ephesus Cemetery	33.73881	-93.46679	History	<a href='https://www.hmdb.org/m.asp?m=184499' target='_blank'>Visit the website</a> for more info.
Mills Family Story	33.74031	-94.14794	History	<a href='https://www.hmdb.org/m.asp?m=121361' target='_blank'>Visit the website</a> for more info.
New Edinburg Commercial Historic District	33.75828	-92.24004	History	<a href='https://www.hmdb.org/m.asp?m=170749' target='_blank'>Visit the website</a> for more info.
I Am An American	33.76627	-91.27587	History	<a href='https://www.hmdb.org/m.asp?m=169429' target='_blank'>Visit the website</a> for more info.
Taken Away	33.76627	-91.27586	History	<a href='https://www.hmdb.org/m.asp?m=167967' target='_blank'>Visit the website</a> for more info.
Rohwer Japanese American Relocation Center	33.76628	-91.27586	History	<a href='https://www.hmdb.org/m.asp?m=167628' target='_blank'>Visit the website</a> for more info.
Why Us? Why Here?	33.76628	-91.27586	History	<a href='https://www.hmdb.org/m.asp?m=169430' target='_blank'>Visit the website</a> for more info.
Rohwer Internment Camp Veterans Memorial	33.76641	-91.27999	History	<a href='https://www.hmdb.org/m.asp?m=170092' target='_blank'>Visit the website</a> for more info.
We Lived & Died Here	33.76642	-91.27955	History	<a href='https://www.hmdb.org/m.asp?m=169055' target='_blank'>Visit the website</a> for more info.
Making A Living	33.76664	-91.28091	History	<a href='https://www.hmdb.org/m.asp?m=169434' target='_blank'>Visit the website</a> for more info.
Trying To Make A Home	33.76665	-91.28134	History	<a href='https://www.hmdb.org/m.asp?m=170078' target='_blank'>Visit the website</a> for more info.
A Look Back In Time	33.76667	-91.28211	History	<a href='https://www.hmdb.org/m.asp?m=170077' target='_blank'>Visit the website</a> for more info.
Original Site of Little River County Seat	33.77230	-94.25977	History	<a href='https://www.hmdb.org/m.asp?m=121273' target='_blank'>Visit the website</a> for more info.
Anderson Ferry	33.77235	-94.25965	History	<a href='https://www.hmdb.org/m.asp?m=121276' target='_blank'>Visit the website</a> for more info.
Will Reed Farm Home	33.77246	-94.26011	History	<a href='https://www.hmdb.org/m.asp?m=172967' target='_blank'>Visit the website</a> for more info.
Old Washington	33.77430	-93.68318	History	The museum village contains a collection of pioneer artifacts from the town of Washington, Arkansas, which is a former pioneer settlement along the Southwest Trail. Walking interpretive tours are available throughout the 54 buildings.Washington served as a major trading point along the Southwest Trail, evolving into the Hempstead county seat and later the capital of Arkansas from 1863 to 1865 when Little Rock was threatened during the Civil War.
The Washington Post Office	33.77538	-93.68199	History	<a href='https://www.hmdb.org/m.asp?m=244819' target='_blank'>Visit the website</a> for more info.
Confederate Capital	33.77584	-93.68043	History	<a href='https://www.hmdb.org/m.asp?m=245665' target='_blank'>Visit the website</a> for more info.
Masonic Civil War Memorial	33.77594	-93.68034	History	<a href='https://www.hmdb.org/m.asp?m=245567' target='_blank'>Visit the website</a> for more info.
Confederate Capital	33.77645	-93.68160	History	When Union troops occupied Little Rock on Sept. 10, 1863, Arkansas's Confederate government relocated to Washington, using the 1836 Hempstead County Courthouse as their Capitol building. The legislature met here Sept. 22 to Oct. 2, 1864, and the state Supreme Court held sessions here. Washington served as headquarters of the Military District of Arkansas and as a supply post for Trans-Mississippi Confederate troops. Hospitals were established in town for sick soldiers. The 12th Michigan Infantry came here in June 1865 and used the courthouse as a jail.
Confederate Capitol	33.77646	-93.68168	History	When Union troops occupied Little Rock on Sept. 10, 1863, Arkansas's Confederate government relocated to Washington, using the 1836 Hempstead County Courthouse as their Capitol building. The legislature met here Sept. 22 to Oct. 2, 1864, and the state Supreme Court held sessions here. Washington served as headquarters of the Military District of Arkansas and as a supply post for Trans-Mississippi Confederate troops. Hospitals were established in town for sick soldiers. The 12th Michigan Infantry came here in June 1865 and used the courthouse as a jail.
Action at Moscow / Moscow Church and Cemetery	33.77674	-93.36614	History	<a href='https://www.hmdb.org/m.asp?m=200730' target='_blank'>Visit the website</a> for more info.
Action at Moscow/Moscow Church and Cemetery	33.77676	-93.36614	History	After skirmishing for several days at Prairie D'Ane, Gen. Frederick Steele turned his starving Union army away from Louisiana and headed toward Camden to seek supplies. Confederate cavalry under T.P. Dockery and S.B. Maxey attacked Steele's rear guard, the Frontier Division from Fort Smith, here at the village of Moscow on April 13, 1864. Union cavalry, infantry and artillery fought back, driving the Confederates several miles before breaking off and marching to rejoin Steele. U.S. losses were 7 dead and 24 hurt. Confederate losses were not reported.
Rear Guard Action at Moscow	33.77677	-93.36614	History	<a href='https://www.hmdb.org/m.asp?m=202467' target='_blank'>Visit the website</a> for more info.
Homesite of Dr. Isaac Newton Jones and Elizabeth Littlejohn Jones	33.77679	-93.68140	History	<a href='https://www.hmdb.org/m.asp?m=244939' target='_blank'>Visit the website</a> for more info.
Confederate Dead 1861-1865	33.77691	-93.69145	History	<a href='https://www.hmdb.org/m.asp?m=245989' target='_blank'>Visit the website</a> for more info.
Battle of Prairie De Ann	33.77694	-93.69146	History	<a href='https://www.hmdb.org/m.asp?m=246084' target='_blank'>Visit the website</a> for more info.
Hempstead County In The Civil War	33.77739	-93.68988	History	<a href='https://www.hmdb.org/m.asp?m=245848' target='_blank'>Visit the website</a> for more info.
James Blacks Shop	33.77744	-93.67982	History	<a href='https://www.hmdb.org/m.asp?m=245401' target='_blank'>Visit the website</a> for more info.
Hempstead County in the Civil War	33.77755	-93.68955	History	More than 19 companies formed in Hempstead County to fight for the Confederacy, starting with the Hempstead Rifles, who mustered in on May 4, 1861. Three local men served in the Confederate Congress – Grandison D. Royston and Rufus K. Garland in the House of Representatives and Dr. Charles Mitchell in the Senate. All three are buried here, as are many Confederate veterans. There are 74 unknown Missouri and Texas soldiers buried together in a mass grave. The people of Washington, through public subscription, erected a monument honoring them in 1888.
Henry Merrell/Royston Factory Mill	33.77755	-93.68955	History	Henry Merrell, known as the Industrial Missionary to the South, was born in Utica, N.Y., in 1816. He moved to Arkansas in 1856 and built an industrial complex in Pike Co. He helped draft an anti-secession resolution in 1860, but stayed with his adopted state when the war began. He was made a partisan captain to protect the mill in 1862, and in 1863 became a major of engineers. He tried to block the Arkansas River to protect Little Rock from capture, then retreated to southwest Arkansas with the army. Merrell died Jan. 19, 1883, and is buried in Camden.
The Battle of Marks Mill	33.78104	-92.25692	History	<a href='https://www.hmdb.org/m.asp?m=121310' target='_blank'>Visit the website</a> for more info.
The Battle at Marks Mill	33.78129	-92.25682	History	<a href='https://www.hmdb.org/m.asp?m=121327' target='_blank'>Visit the website</a> for more info.
The Union Wagon Train Leaves Camden	33.78129	-92.25683	History	<a href='https://www.hmdb.org/m.asp?m=121311' target='_blank'>Visit the website</a> for more info.
Witnesses to War	33.78129	-92.25680	History	<a href='https://www.hmdb.org/m.asp?m=121330' target='_blank'>Visit the website</a> for more info.
Skirmish at Amos Bayou	33.78270	-91.26926	History	<a href='https://www.hmdb.org/m.asp?m=107693' target='_blank'>Visit the website</a> for more info.
Skirmish at Amos Bayou	33.78298	-91.26998	History	In mid-February 1863, Confederate troops at Cypress Bend fired on Union transports on the Mississippi River. On Feb. 19, a force of Union cavalry and mule-mounted infantry set out in pursuit. The Union troops drove off enemy pickets before encountering Confederate artillery at Amos Bayou. The combatants traded fire until Union canister forced the Confederates back. The U.S. soldiers crossed the bayou on home-made rafts, but darkness halted their pursuit. The next day, they found a 12-pound howitzer the Confederates had to leave behind.
The Battle Had Begun!	33.78516	-92.24786	History	<a href='https://www.hmdb.org/m.asp?m=121658' target='_blank'>Visit the website</a> for more info.
Battle of Marks Mills / Marks Family Experience	33.78524	-92.24378	History	<a href='https://www.hmdb.org/m.asp?m=121150' target='_blank'>Visit the website</a> for more info.
Mills/Marks Family Experience	33.78529	-92.24417	History	On April 23, 1864, a Union force with 240 wagons left Camden to get supplies from Pine Bluff for Gen. Frederick Steeles army. Gen. James Fagans Confederate cavalrymen ambushed them at Marks Mills on April 25. The first shots of the battle were fired near here. After 5 hours of heavy combat, the Union troops surrendered with some 1,500 casualties, mostly prisoners. Fagan lost only 293 men in his one-sided victory. The disastrous defeat at Marks Mills, following an earlier loss at Poison Spring, led Steele to abandon Camden and retreat to Little Rock.
Cleveland County Battle of Marks Mill	33.78702	-92.24750	History	<a href='https://www.hmdb.org/m.asp?m=121283' target='_blank'>Visit the website</a> for more info.
Shelbys Approach	33.78723	-92.24742	History	<a href='https://www.hmdb.org/m.asp?m=121660' target='_blank'>Visit the website</a> for more info.
Site of Paul Bear Bryants Boyhood Home	33.79449	-92.30601	History	<a href='https://www.hmdb.org/m.asp?m=257831' target='_blank'>Visit the website</a> for more info.
Old Town of Napoleon	33.79514	-91.27172	History	<a href='https://www.hmdb.org/m.asp?m=107758' target='_blank'>Visit the website</a> for more info.
First Presbyterian Church	33.80028	-93.37972	History	<a href='https://www.hmdb.org/m.asp?m=221261' target='_blank'>Visit the website</a> for more info.
Tates Bluff in the Civil War	33.80429	-92.89865	History	Confederate forces moved to southwestern Arkansas after Little Rock fell in late 1863. Tates Bluff, on high ground above the confluence of the Little Missouri and Ouachita rivers, was recognized for its strategic importance. A permanent cavalry picket was posted there in November 1863. The Confederates began fortifying Camden in early 1864 and a small fort was built at Tates Bluff around then. While no combat took place there, Tates Bluff served as an observation post, a point for gathering troops, and possibly an 1864 supply depot.
